company,location,country,year,capex,currency,capex_2025_eur,capacity,facility_size_m2,source_url,confidence_score
Virginia Poultry Growers Cooperative,"Hinton, Virginia",US,2017,,,,,8547,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Vital Farms,"Springfield, Missouri",US,2017,,,,,7618,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Walmart,"Fort Wayne, Indiana",US,2017,180.0,USD,218.93,,23226,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Walsma & Lyons,"Cedar Rapids, Iowa",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Whitewave Foods,"Salt Lake City, Utah",US,2017,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
AAK USA,"Louisville, Kentucky",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
ALDI,"Dinwiddie County, Virginia",US,2018,,,,,46452,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
ALDI,"Frederick, Maryland",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
ALDI,"Jefferson, Georgia",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
ALDI,"Dinwiddie, Virginia",US,2018,,,,,46452,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Abbott Nutrition,"Tipp City, Ohio",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Abelei Flavors,"Aurora, Illinois",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Americold,"Middleborough, Massachusetts",US,2018,,,,,16072,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Americold,"Rochelle, Illinois",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Americold Realty Trust/Ocean Spray partnership,"Middleborough, Massachusetts",US,2018,,,,,15329,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Anheuser-Busch,"Jacksonville, Florida",US,2018,60.0,USD,71.24,,17930,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Anixter International,"Alsip, Illinois",US,2018,,,,,22111,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
AppHarvest,"Pikeville, Kentucky",US,2018,60.0,USD,71.24,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Archer Daniels Midland,"Clinton, Iowa",US,2018,196.0,USD,232.7,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Associated Milk Producers,"Sanborn, Iowa",US,2018,,,,,1208,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Baldwin Richardson Foods,"Rochester, New York",US,2018,,,,,7897,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Barilla,"Ames, Iowa",US,2018,,,,,7339,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Barilla Pasta,"Ames, Iowa",US,2018,,,,,7339,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Beam,"Clermont, Kentucky",US,2018,585.0,USD,694.55,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Beam Suntory,"Boston, Kentucky",US,2018,63.0,USD,74.8,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Ben E. Keith Company,"North Little Rock, Arkansas",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Beyond Meat,"Columbia, Missouri",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Blue Apron,"Dallas, Texas",US,2018,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Blue Buffalo,"Joplin, Missouri",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Blue Buffalo,"Richmond, Indiana",US,2018,,,,,37161,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
"Blue Buffalo Co., Ltd.","Joplin, Missouri",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Bonduelle Canada,"Tecumseh, Ontario",CA,2018,80.0,USD,94.98,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Brakebush Brothers,"Greenville, Texas",US,2018,,,,,29264,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Brakebush Brothers,"Westfield, Wisconsin",US,2018,86.0,USD,102.1,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Branding Iron,"Valmeyer, Illinois",US,2018,,,,,4366,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Calico Cottage,"Amityville, New York",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Cape May Foods (LaMonica Fine Foods),"Millville, New Jersey",US,2018,,,,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Cargill,"Nashville, Tennessee",US,2018,146.0,USD,173.34,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Carl Buddig and Company,"Montgomery, Illinois",US,2018,,,,,26013,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Cheney Brothers,"Statesville, North Carolina",US,2018,,,,,15329,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Chobani,"South Edmeston, New York",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Chr. Hansen,"West Allis, Wisconsin",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Clemens Food Group,"Coldwater, Michigan",US,2018,220.5,USD,261.79,,60015,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Coca-Cola Company,"Auburndale, Florida",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Coca-Cola Company,"Northampton, Massachusetts",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Coca-Cola Company,"Apopka, Florida",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Coca-Cola Company,"Buckner, Texas",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Coca-Cola Company,"Eagan, Minnesota",US,2018,,,,,7432,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
ColdPoint Logistics,"Edgerton, Kansas",US,2018,,,,,44129,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
ConAgra,"Archbold, Ohio",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
ConAgra,"Newport, Tennessee",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
ConAgra,"Troy, Ohio",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
ConAgra Brands,"Archbold, Ohio",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
ConAgra Brands,"Humboldt, Tennessee",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
ConAgra Brands,"Newport, Tennessee",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
ConAgra Brands,"Troy, Ohio",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Constellation Brands,"Nava, Coahula, MX",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Constellation Brands,"Wanship, Utah",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Curly's Foods,"Sioux City, Iowa",US,2018,,,,,2230,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Cuvée Coffee,"Austin, Texas",US,2018,,,,,1022,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
DHL Supply Chain/Campbell Soup,"Fort Worth, Texas",US,2018,,,,,53698,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Dairy Farmers of America,"Garden City, Kansas",US,2018,235.0,USD,279.01,,29822,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Daisy Brand,"Wooster, Ohio",US,2018,53.0,USD,62.93,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Dakota Provisions,"Huron, South Dakota",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Daybreak Foods,"Lake Mills, Wisconsin",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Deli Brands of America,"Baltimore, Maryland",US,2018,,,,,2044,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Diamond Pet Food,"Ripon, California",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Dollar General,"Amsterdam, New York",US,2018,75.0,USD,89.04,,72929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Dollar General,"Longview, Texas",US,2018,71.0,USD,84.3,,111484,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Easley Winery,"Indianapolis, Indiana",US,2018,,,,,186,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Enlightened Brewing Company,"Bay View, Wisconsin",US,2018,,,,,1301,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
F&S Produce,"Rosenhayn, New Jersey",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Family Brands,"Knoxville, Tennessee",US,2018,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Family Brands,"Lenoir City, Tennessee",US,2018,,,,,6039,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Fieldale Farms,"Murrayville, Georgia",US,2018,,,,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Fresh Express,"Dallas, Texas",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Freshpet,"Bethlehem, Pennsylvania",US,2018,100.0,USD,118.73,,13006,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Frito-Lay,"Frankfort, Indiana",US,2018,159.0,USD,188.78,,19510,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
GLK Foods,"Bear Creek, Wisconsin",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Gay Lea Foods,"Teeswater, Ontario",CA,2018,60.0,USD,71.24,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
General Mills,"Albuquerque, New Mexico",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
General Mills,"Reed City, Michigan",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Get Fresh Produce,"Brewster Creek, Illinois",US,2018,,,,,14028,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Giant Tiger,"Johnstown, Ontario",CA,2018,,,,,55742,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
"Glanbia Nutritionals, DFA, Select Milk Producers","City of St. Johns, Michigan",US,2018,470.0,USD,558.02,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Glazer's Beer & Beverage,"Odessa, Texas",US,2018,,,,,10684,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Global Cold Storage,"Columbus, Ohio",US,2018,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Glory Bee,"West Eugene, Oregon",US,2018,,,,,6503,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Golden State Foods/KanPak,"Arkansas City, Kansas",US,2018,,,,,18859,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Good Catch Foods,"Columbus, Ohio",US,2018,,,,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Good To-Go,"Kittery, Maine",US,2018,,,,,93,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Goys Foods,"Brookshire, Texas",US,2018,,,,,30101,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Graceland Fruit,"Warrens, Wisconsin",US,2018,,,,,26477,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Griffin Claw Brewing Company,"Rochester Hills, Michigan",US,2018,,,,,3066,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Guggisberg Cheese,"Millersburg, Ohio",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Heart of America Beverage,"Republic, Missouri",US,2018,,,,,13750,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Hearthside Food Solutions,"Seelyville, Indiana",US,2018,,,,,17373,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Heaven Hill Distilleries,"Bardstown, Kentucky",US,2018,65.0,USD,77.17,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Hershey Company (The),"Hazleton, Pennsylvania",US,2018,60.0,USD,71.24,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Hiland Dairy Foods Company,"Tyler, Texas",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Hillcrest Foodservice,"Cleveland, Ohio",US,2018,,,,,4738,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Hormel Foods,"Austin, Minnesota",US,2018,56.0,USD,66.49,,9755,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Hormel Foods,"Wichita, Kansas",US,2018,,,,,15329,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Hormel Foods/Burke Marketing,"Nevada, Iowa",US,2018,150.0,USD,178.09,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
House of Raeford Farms,"Wallace, North Carolina",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Hudson River Foods,"Castleton, New York",US,2018,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
HyLife,"La Broquerie, Manitoba",CA,2018,176.0,USD,208.96,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
In-N-Out,"Lancaster, Texas",US,2018,60.0,USD,71.24,,15422,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Index Fresh,"Pharr, Texas",US,2018,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Industria Vidriera de Coahuila,"Nava, Coahuila, MX",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Interamerican Foods,"Cleburne, Texas",US,2018,50.0,USD,59.36,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
International Delights,"Clifton, New Jersey",US,2018,,,,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
International Vitamin Corporation,"Greenville, South Carolina",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Iowa Cold Storage,"Altoona, Iowa",US,2018,,,,,10870,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Italgrani USA,"St. Louis, Missouri",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
JTM Food Group,"Harrison, Ohio",US,2018,59.0,USD,70.05,,18209,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Jif,"Lexington, Kentucky",US,2018,100.0,USD,118.73,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Jim Beam Brands,"Clermont, Kentucky",US,2018,102.0,USD,121.1,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
John Soules Foods,"Valley, Alabama",US,2018,110.0,USD,130.6,,24712,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Kansas Protein Foods,"Hutchinson, Kansas",US,2018,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Keurig Green Mountain,"Monroe, South Carolina",US,2018,350.0,USD,415.54,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Koch Foods,"Gadsen, Alabama",US,2018,80.0,USD,94.98,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
